,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,Price
90140,OKNuLargbuXjx6dvx5UwAA,Trep's,4327 Bienville St,New Orleans,LA,70119,29.9787338,-90.1021884,4.0,118,1,"{'RestaurantsPriceRange2': '2', 'BYOB': 'False', 'GoodForMeal': ""{u'breakfast': None, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}"", 'Corkage': 'True', 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'""}","Salad, Burgers, Breakfast & Brunch, Restaurants, Southern","{'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '9:0-19:0'}",2
90186,WoJcgS0d24IA2yGwW-ge0A,Subway,"9954 Lake Forest Blvd, Ste 8",New Orleans,LA,70127,30.0315706199,-89.9736428065,2.5,7,1,"{'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False'}","Restaurants, Sandwiches, Fast Food","{'Monday': '8:30-20:0', 'Tuesday': '8:30-20:0', 'Wednesday': '8:30-20:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",1
90259,AtXR5wQAdQxs0f9s0cUvKg,Namo Namaste,3120 Cleary Ave,Metairie,LA,70002,30.0021853,-90.1726033,3.5,12,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'NoiseLevel': ""'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'Alcohol': ""'none'""}","Vegetarian, Restaurants, Indian","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1
90263,W-LtYDGHDF6j0I_810hzuA,Fiorella's the Original,5325 Franklin Ave,New Orleans,LA,70122,30.0129551,-90.0506932,4.5,124,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'NoiseLevel': ""'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False'}","American (New), Seafood, Food, Restaurants, Italian","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}",2
90300,swhaUbD8D1tgti0iiE6PeA,T2 Street Food,2381 Saint Claude Ave,New Orleans,LA,70117,29.9693909,-90.0521636,4.0,42,0,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'Caters': 'False', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'WheelchairAccessible': 'False', 'BusinessAcceptsCreditCards': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'loud'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '2'}","Pop-Up Restaurants, Asian Fusion, Restaurants",,2
90335,cTSczU-9-cYUEM2DlNJcQw,1000 Figs,3141 Ponce De Leon St,New Orleans,LA,70119,29.9805040488,-90.0842744816,4.5,311,1,"{'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'False', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Falafel, Mediterranean, Middle Eastern, Restaurants, Cafes, Greek, Vegetarian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",2
90383,H0nX4N4N3AIDheuIcbVYkw,Wow Cafe,300 Canal St,New Orleans,LA,70130,29.950247,-90.066175,2.5,127,0,"{'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'DriveThru': 'False'}","Sports Bars, American (Traditional), Restaurants, Burgers, Chicken Wings, Nightlife, Bars, Cafes, Salad","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",2
90390,fU02Peqq03RGER0QNW3uMA,Chateau du Lac Bistro,2037 Metairie Rd,Metairie,LA,70005,29.9854435,-90.1461269,3.5,47,0,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'dressy'"", 'BikeParking': 'False', 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True'}","Restaurants, French","{'Monday': '5:30-21:0', 'Tuesday': '17:30-21:0', 'Wednesday': '17:30-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:0'}",2
90392,dBs6GOQlMGC9hrBlPUleIw,Heads & Tails Seafood Restaurant and Oyster Bar,"1820 Dickory Ave, Ste A",Harahan,LA,70123,29.965417,-90.205524,4.5,213,0,"{'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'GoodForKids': 'True', 'HappyHour': 'True', 'DogsAllowed': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'ByAppointmentOnly': 'False'}","Seafood, Cajun/Creole, Restaurants, Bars, Nightlife, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",2
90412,KWRhLX0-VPKqyLhgkkoOrQ,Coalesce Goods,2381 St Claude Ave,New Orleans,LA,70117,29.9693909,-90.0521636,5.0,21,0,"{'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'Caters': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Gluten-Free, Ice Cream & Frozen Yogurt, Restaurants, Vegan, Vegetarian, Donuts, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-19:0'}",
90464,D8UM3J3mx2cyYPy84yU9ag,Amy's Seafood,100 Westbank Expy,Westwego,LA,70094,29.901556,-90.1518668,3.0,10,1,"{'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'False'}","Seafood Markets, Restaurants, Specialty Food, Food, Seafood",,
90542,nePr9450kf-eEGYD-Qn21w,Ruby Slipper Cafe,2802 Magazine St,New Orleans,LA,70130,29.9258371,-90.082574,4.0,619,1,"{'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'OutdoorSeating': 'True'}","Breakfast & Brunch, Southern, Cafes, Restaurants, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '7:30-14:0', 'Wednesday': '7:30-14:0', 'Thursday': '7:30-14:0', 'Friday': '7:30-14:0', 'Saturday': '7:30-15:0', 'Sunday': '7:30-15:0'}",2
90561,JHG_yP7Y_zEyu0Nj7JWjhQ,Domino's Pizza,10500 Chef Menteur Hwy,New Orleans,LA,70126,30.0194108,-89.9628584,2.0,16,1,"{'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'False'}","Pizza, Restaurants, Sandwiches, Chicken Wings","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}",1
90577,i_m7-vfLSOhpUlN8TiQRjA,Panda Buffet,12000 I 10 Service Rd,New Orleans,LA,70128,30.0467251,-89.9591611,2.0,5,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True'}","Buffets, Restaurants, Asian Fusion",,1
90692,NxCSxeL-OG2WHYtaB8lKUQ,Honey Baked Ham Company,3211 N Causeway Blvd,Metairie,LA,70002,30.0079672,-90.1544393,4.0,18,1,"{'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True'}","Specialty Food, Restaurants, Event Planning & Services, Food, Meat Shops, Cafes, Caterers, Sandwiches, Delis","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",1
90712,UlwE96tted02erwPHY16iw,French Press Coffee House,4205 Airline Hwy,Metairie,LA,70001,29.9755799482,-90.1741155556,2.5,43,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': None}""}","Breakfast & Brunch, Coffee Roasteries, Cafes, Bakeries, Coffee & Tea, Food, Restaurants","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",1
90715,kBgiy6ulQRiATWFPZjTPKA,Cafe Beignet on Decatur Street,600 Decatur St,New Orleans,LA,70130,29.9559008092,-90.0633279619,3.5,581,1,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'Caters': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'HappyHour': 'False', 'RestaurantsTakeOut': 'True'}","Cafes, Food, Coffee & Tea, Restaurants, Sandwiches, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",1
90719,U2fN80Q-QOudDt5V-qjIlw,Piece Of Meat,3301 Bienville St,New Orleans,LA,70119,29.97126,-90.091354,4.5,118,1,"{'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}"", 'RestaurantsDelivery': 'False'}","Sandwiches, Meat Shops, American (Traditional), Food, Butcher, Restaurants, Specialty Food, American (New)","{'Monday': '0:0-0:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}",2
90792,b19zKm5WRczDGna1bV_Ghw,Vinnie's Caddyshack Bar & Grill,3217 Ridgelake Dr,Metairie,LA,70002,30.008237,-90.15335,4.0,20,1,"{'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'CoatCheck': 'False', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'Smoking': ""u'yes'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': True, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': None}"", 'BYOB': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Cafes, American (Traditional), Sports Bars, Restaurants, Nightlife, Bars, Diners","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-1:0'}",1
